NAME,BRAND,OPENED_ON,CLOSED_ON,ADDRESS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_CODE_2022,COUNTY,CURRENT_QUARTER,CURRENT_QUARTER_START,AGE_QUARTERS,CLOSED_NEXT_QUARTER
Lacrosse Unlimited,Lacrosse Unlimited,2024-11-01,,2769 Pfingsten Rd Ste 4,42.1041,-87.846293,451110,459110,Cook County,2026Q1,2026-01-01,5,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2023Q4,2023-10-01,0,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2024Q1,2024-01-01,1,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2024Q2,2024-04-01,2,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2024Q3,2024-07-01,3,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2024Q4,2024-10-01,4,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2025Q1,2025-01-01,5,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2025Q2,2025-04-01,6,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2025Q3,2025-07-01,7,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2025Q4,2025-10-01,8,0
ServiceMaster Restoration Services,ServiceMaster Restoration Services,2023-12-01,,1280 E State St,41.984431,-88.659159,811420,811420,DeKalb County,2026Q1,2026-01-01,9,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2023Q2,2023-04-01,0,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2023Q3,2023-07-01,1,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2023Q4,2023-10-01,2,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2024Q1,2024-01-01,3,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2024Q2,2024-04-01,4,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2024Q3,2024-07-01,5,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2024Q4,2024-10-01,6,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2025Q1,2025-01-01,7,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2025Q2,2025-04-01,8,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2025Q3,2025-07-01,9,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2025Q4,2025-10-01,10,0
My Salon Suite,My Salon Suite,2023-06-01,,555 E Townline Rd Ste 22,42.238626,-87.950366,812112,812112,Lake County,2026Q1,2026-01-01,11,0
R.a.m. Auto Repair & Tires,Auto Value,2025-04-01,,1521 Imhoff Dr Ste B,42.195011,-88.307769,441310,441330,McHenry County,2025Q2,2025-04-01,0,0
R.a.m. Auto Repair & Tires,Auto Value,2025-04-01,,1521 Imhoff Dr Ste B,42.195011,-88.307769,441310,441330,McHenry County,2025Q3,2025-07-01,1,0
R.a.m. Auto Repair & Tires,Auto Value,2025-04-01,,1521 Imhoff Dr Ste B,42.195011,-88.307769,441310,441330,McHenry County,2025Q4,2025-10-01,2,0
R.a.m. Auto Repair & Tires,Auto Value,2025-04-01,,1521 Imhoff Dr Ste B,42.195011,-88.307769,441310,441330,McHenry County,2026Q1,2026-01-01,3,0
Boys & Girls Clubs of America,Boys & Girls Clubs of America,2024-09-01,,1600 Hawksley Ln,41.813076,-88.36337,624110,624110,Kane County,2024Q3,2024-07-01,0,0
Boys & Girls Clubs of America,Boys & Girls Clubs of America,2024-09-01,,1600 Hawksley Ln,41.813076,-88.36337,624110,624110,Kane County,2024Q4,2024-10-01,1,0
Boys & Girls Clubs of America,Boys & Girls Clubs of America,2024-09-01,,1600 Hawksley Ln,41.813076,-88.36337,624110,624110,Kane County,2025Q1,2025-01-01,2,0
Boys & Girls Clubs of America,Boys & Girls Clubs of America,2024-09-01,,1600 Hawksley Ln,41.813076,-88.36337,624110,624110,Kane County,2025Q2,2025-04-01,3,0
Boys & Girls Clubs of America,Boys & Girls Clubs of America,2024-09-01,,1600 Hawksley Ln,41.813076,-88.36337,624110,624110,Kane County,2025Q3,2025-07-01,4,0
Boys & Girls Clubs of America,Boys & Girls Clubs of America,2024-09-01,,1600 Hawksley Ln,41.813076,-88.36337,624110,624110,Kane County,2025Q4,2025-10-01,5,0
Boys & Girls Clubs of America,Boys & Girls Clubs of America,2024-09-01,,1600 Hawksley Ln,41.813076,-88.36337,624110,624110,Kane County,2026Q1,2026-01-01,6,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2022Q1,2022-01-01,0,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2022Q2,2022-04-01,1,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2022Q3,2022-07-01,2,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2022Q4,2022-10-01,3,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2023Q1,2023-01-01,4,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2023Q2,2023-04-01,5,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2023Q3,2023-07-01,6,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2023Q4,2023-10-01,7,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2024Q1,2024-01-01,8,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2024Q2,2024-04-01,9,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2024Q3,2024-07-01,10,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2024Q4,2024-10-01,11,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2025Q1,2025-01-01,12,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2025Q2,2025-04-01,13,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2025Q3,2025-07-01,14,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2025Q4,2025-10-01,15,0
Select Medical,Select Medical,2022-02-01,,821 W Highway 50,38.590739,-89.931732,621111,621111,St. Clair County,2026Q1,2026-01-01,16,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2023Q3,2023-07-01,0,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2023Q4,2023-10-01,1,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2024Q1,2024-01-01,2,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2024Q2,2024-04-01,3,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2024Q3,2024-07-01,4,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2024Q4,2024-10-01,5,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2025Q1,2025-01-01,6,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2025Q2,2025-04-01,7,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2025Q3,2025-07-01,8,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2025Q4,2025-10-01,9,0
Lovisa,Lovisa,2023-08-01,,6170 Grand Ave,42.388583,-87.954929,448310,458310,Lake County,2026Q1,2026-01-01,10,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2022Q3,2022-07-01,0,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2022Q4,2022-10-01,1,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2023Q1,2023-01-01,2,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2023Q2,2023-04-01,3,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2023Q3,2023-07-01,4,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2023Q4,2023-10-01,5,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2024Q1,2024-01-01,6,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2024Q2,2024-04-01,7,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2024Q3,2024-07-01,8,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2024Q4,2024-10-01,9,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2025Q1,2025-01-01,10,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2025Q2,2025-04-01,11,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2025Q3,2025-07-01,12,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2025Q4,2025-10-01,13,0
Old National Bank,Old National Bank,2022-07-01,,18120 Torrence Ave,41.565841,-87.55922,522110,522110,Cook County,2026Q1,2026-01-01,14,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2020Q4,2020-10-01,0,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2021Q1,2021-01-01,1,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2021Q2,2021-04-01,2,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2021Q3,2021-07-01,3,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2021Q4,2021-10-01,4,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2022Q1,2022-01-01,5,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2022Q2,2022-04-01,6,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2022Q3,2022-07-01,7,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2022Q4,2022-10-01,8,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2023Q1,2023-01-01,9,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2023Q2,2023-04-01,10,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2023Q3,2023-07-01,11,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2023Q4,2023-10-01,12,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2024Q1,2024-01-01,13,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2024Q2,2024-04-01,14,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2024Q3,2024-07-01,15,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2024Q4,2024-10-01,16,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2025Q1,2025-01-01,17,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2025Q2,2025-04-01,18,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2025Q3,2025-07-01,19,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2025Q4,2025-10-01,20,0
Costco,Costco,2020-11-01,,16261 S Boulevard Pl,41.587874,-88.167788,452311,455211,Will County,2026Q1,2026-01-01,21,0
Progressive,Progressive,2025-09-01,,1010 Lake St Ste 210,41.888954,-87.801049,524210,524210,Cook County,2025Q3,2025-07-01,0,0
Progressive,Progressive,2025-09-01,,1010 Lake St Ste 210,41.888954,-87.801049,524210,524210,Cook County,2025Q4,2025-10-01,1,0
Progressive,Progressive,2025-09-01,,1010 Lake St Ste 210,41.888954,-87.801049,524210,524210,Cook County,2026Q1,2026-01-01,2,0
Victoria's Secret & Pink,Victoria's Secret,2025-09-01,,52 Oakbrook Ctr Spc 134,41.850229,-87.95329,448120,458110,DuPage County,2025Q3,2025-07-01,0,0
Victoria's Secret & Pink,Victoria's Secret,2025-09-01,,52 Oakbrook Ctr Spc 134,41.850229,-87.95329,448120,458110,DuPage County,2025Q4,2025-10-01,1,0
Victoria's Secret & Pink,Victoria's Secret,2025-09-01,,52 Oakbrook Ctr Spc 134,41.850229,-87.95329,448120,458110,DuPage County,2026Q1,2026-01-01,2,0
The North Face,The North Face,2026-01-01,,605 N Michigan Ave Spc 102,41.892779,-87.623902,451110,459110,Cook County,2026Q1,2026-01-01,0,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2021Q4,2021-10-01,0,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2022Q1,2022-01-01,1,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2022Q2,2022-04-01,2,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2022Q3,2022-07-01,3,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2022Q4,2022-10-01,4,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2023Q1,2023-01-01,5,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2023Q2,2023-04-01,6,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2023Q3,2023-07-01,7,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2023Q4,2023-10-01,8,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2024Q1,2024-01-01,9,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2024Q2,2024-04-01,10,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2024Q3,2024-07-01,11,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2024Q4,2024-10-01,12,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2025Q1,2025-01-01,13,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2025Q2,2025-04-01,14,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2025Q3,2025-07-01,15,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2025Q4,2025-10-01,16,0
Chick-fil-A,Chick-fil-A,2021-12-01,,1505 W Lane Rd,42.36497,-89.02857,722513,722513,Winnebago County,2026Q1,2026-01-01,17,0
Freedom Oil,Freedom Oil,2025-09-01,,2302 Washington Rd,40.693238,-89.484121,445120,445131,Tazewell County,2025Q3,2025-07-01,0,0
Freedom Oil,Freedom Oil,2025-09-01,,2302 Washington Rd,40.693238,-89.484121,445120,445131,Tazewell County,2025Q4,2025-10-01,1,0
Freedom Oil,Freedom Oil,2025-09-01,,2302 Washington Rd,40.693238,-89.484121,445120,445131,Tazewell County,2026Q1,2026-01-01,2,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2022Q1,2022-01-01,0,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2022Q2,2022-04-01,1,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2022Q3,2022-07-01,2,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2022Q4,2022-10-01,3,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2023Q1,2023-01-01,4,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2023Q2,2023-04-01,5,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2023Q3,2023-07-01,6,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2023Q4,2023-10-01,7,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2024Q1,2024-01-01,8,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2024Q2,2024-04-01,9,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2024Q3,2024-07-01,10,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2024Q4,2024-10-01,11,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2025Q1,2025-01-01,12,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2025Q2,2025-04-01,13,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2025Q3,2025-07-01,14,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2025Q4,2025-10-01,15,0
Mobil,Mobil,2022-03-01,,27161 W Grass Lake Rd,42.429993,-88.149347,447110,457110,Lake County,2026Q1,2026-01-01,16,0
Dunkin',Dunkin',2024-10-01,,1798 S Elmhurst Rd,42.030398,-87.941214,722515,722515,Cook County,2024Q4,2024-10-01,0,0
Dunkin',Dunkin',2024-10-01,,1798 S Elmhurst Rd,42.030398,-87.941214,722515,722515,Cook County,2025Q1,2025-01-01,1,0
Dunkin',Dunkin',2024-10-01,,1798 S Elmhurst Rd,42.030398,-87.941214,722515,722515,Cook County,2025Q2,2025-04-01,2,0
Dunkin',Dunkin',2024-10-01,,1798 S Elmhurst Rd,42.030398,-87.941214,722515,722515,Cook County,2025Q3,2025-07-01,3,0
Dunkin',Dunkin',2024-10-01,,1798 S Elmhurst Rd,42.030398,-87.941214,722515,722515,Cook County,2025Q4,2025-10-01,4,0
Dunkin',Dunkin',2024-10-01,,1798 S Elmhurst Rd,42.030398,-87.941214,722515,722515,Cook County,2026Q1,2026-01-01,5,0
Mendocino Farms,Mendocino Farms,2025-07-01,,233 S Wacker Dr,41.87859,-87.636196,722513,722513,Cook County,2025Q3,2025-07-01,0,0
Mendocino Farms,Mendocino Farms,2025-07-01,,233 S Wacker Dr,41.87859,-87.636196,722513,722513,Cook County,2025Q4,2025-10-01,1,0
Mendocino Farms,Mendocino Farms,2025-07-01,,233 S Wacker Dr,41.87859,-87.636196,722513,722513,Cook County,2026Q1,2026-01-01,2,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2021Q3,2021-07-01,0,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2021Q4,2021-10-01,1,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2022Q1,2022-01-01,2,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2022Q2,2022-04-01,3,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2022Q3,2022-07-01,4,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2022Q4,2022-10-01,5,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2023Q1,2023-01-01,6,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2023Q2,2023-04-01,7,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2023Q3,2023-07-01,8,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2023Q4,2023-10-01,9,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2024Q1,2024-01-01,10,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2024Q2,2024-04-01,11,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2024Q3,2024-07-01,12,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2024Q4,2024-10-01,13,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2025Q1,2025-01-01,14,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2025Q2,2025-04-01,15,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2025Q3,2025-07-01,16,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2025Q4,2025-10-01,17,0
NAPA Auto Parts,NAPA Auto Parts,2021-08-01,,7524 Saint Louis Ave,42.01778,-87.71667,441310,441330,Cook County,2026Q1,2026-01-01,18,0
AMITA Health,AMITA Health,2021-06-01,2022-04-01,396 Remington Blvd Ste 100,41.681358,-88.083366,621111,621111,Will County,2021Q2,2021-04-01,0,0
AMITA Health,AMITA Health,2021-06-01,2022-04-01,396 Remington Blvd Ste 100,41.681358,-88.083366,621111,621111,Will County,2021Q3,2021-07-01,1,0
AMITA Health,AMITA Health,2021-06-01,2022-04-01,396 Remington Blvd Ste 100,41.681358,-88.083366,621111,621111,Will County,2021Q4,2021-10-01,2,0
AMITA Health,AMITA Health,2021-06-01,2022-04-01,396 Remington Blvd Ste 100,41.681358,-88.083366,621111,621111,Will County,2022Q1,2022-01-01,3,1
Goosehead Insurance,Goosehead Insurance,2022-09-01,,895 E Grand Ave,42.414959,-88.059467,524210,524210,Lake County,2022Q3,2022-07-01,0,0
Goosehead Insurance,Goosehead Insurance,2022-09-01,,895 E Grand Ave,42.414959,-88.059467,524210,524210,Lake County,2022Q4,2022-10-01,1,0
Goosehead Insurance,Goosehead Insurance,2022-09-01,,895 E Grand Ave,42.414959,-88.059467,524210,524210,Lake County,2023Q1,2023-01-01,2,0
Goosehead Insurance,Goosehead Insurance,2022-09-01,,895 E Grand Ave,42.414959,-88.059467,524210,524210,Lake County,2023Q2,2023-04-01,3,0
Goosehead Insurance,Goosehead Insurance,2022-09-01,,895 E Grand Ave,42.414959,-88.059467,524210,524210,Lake County,2023Q3,2023-07-01,4,0
Goosehead Insurance,Goosehead Insurance,2022-09-01,,895 E Grand Ave,42.414959,-88.059467,524210,524210,Lake County,2023Q4,2023-10-01,5,0
Goosehead Insurance,Goosehead Insurance,2022-09-01,,895 E Grand Ave,42.414959,-88.059467,524210,524210,Lake County,2024Q1,2024-01-01,6,0
